Temperatura,Personas,Electrodomesticos,Consumo_kWh
28.024562019773665,2.0,9.0,43.83635584915636
22.83332941916042,2.0,6.0,37.286212385695436
19.894196869045587,5.0,6.0,38.94808254393065
28.386570264687798,3.0,,57.80272561236359
25.95831380071159,4.0,19.0,66.05431998920629
21.402138527767367,3.0,9.0,43.06801344143009
15.821899469349894,1.0,18.0,49.90810668570377
22.154418968147347,4.0,10.0,49.4731715318109
32.864567194733844,1.0,19.0,66.64167395841714
25.634250058913103,,13.0,40.264935525715785
19.428383779242345,2.0,9.0,41.85921093321122
15.812917637622268,,10.0,36.56914510600686
23.90337401362786,2.0,11.0,47.024320231545154
36.25657339394928,2.0,8.0,51.057481837213444
21.30156327287765,5.0,19.0,70.86853806592265
20.157478165977896,4.0,14.0,53.90252419886148
24.250036686289718,5.0,5.0,42.679084565318
26.8146519045833,3.0,6.0,37.58743863505339
20.703540856521755,5.0,8.0,47.14067781669183
19.21794269042326,5.0,12.0,57.69462402570918
23.582436532005257,1.0,19.0,52.994846667809725
25.67259289769514,2.0,13.0,52.44180255460441
28.240360053124206,1.0,5.0,34.120453597956256
18.2805201685004,3.0,9.0,39.84380177517036
24.258213166117933,5.0,9.0,52.41076286364578
26.115233995052915,4.0,,38.22242678387528
23.52126762616487,4.0,20.0,71.07983611194697
23.831099641311656,3.0,19.0,60.5895049751596
19.243529341294355,4.0,16.0,58.31077424250454
27.55522730935174,3.0,13.0,55.70687995056146
22.86506791847029,1.0,14.0,
25.025838049370137,5.0,10.0,51.29801048159806
22.58512202726511,5.0,18.0,65.06384574346258
24.5424299828614,5.0,13.0,56.41294830983069
24.12255840312145,4.0,7.0,43.05082049227637
32.47208146606884,2.0,7.0,48.28255121427222
22.80121605577703,5.0,5.0,43.08247062451118
24.398332429113296,3.0,11.0,46.87114106118044
23.41020461393485,5.0,7.0,47.82500615353616
31.099763240211274,2.0,18.0,61.69007265282275
28.161273617745287,4.0,18.0,71.42000630134702
16.59354390654069,1.0,5.0,25.22490914700214
22.544845595999224,2.0,14.0,47.43932327545712
10.57161744105521,3.0,7.0,24.924007401738237
24.91109010004798,1.0,5.0,24.400720865728374
26.512044330423585,4.0,6.0,48.210707552976466
23.514118534094457,3.0,20.0,62.47540511886287
21.690214019508755,2.0,6.0,31.27324400630194
26.92983970661311,5.0,,55.62880393586159
21.411067081319228,4.0,20.0,66.72953404779928
23.211868810517906,3.0,5.0,37.709747195254316
21.820803525209474,5.0,16.0,62.60149597318209
23.285060066923,1.0,9.0,36.758389960297364
22.186296766169445,5.0,11.0,54.64649583095496
,4.0,6.0,52.59660457874539
20.832769545850443,3.0,16.0,53.67664740200151
,4.0,13.0,47.44612349979919
13.293059480178005,5.0,9.0,44.37179510057471
22.049353627106704,2.0,,41.660146378539466
21.220061929802537,5.0,18.0,61.90607121202093
25.258672466700492,4.0,13.0,52.53875536437653
24.10307329095157,3.0,13.0,57.03746845012784
11.098333614599452,5.0,20.0,59.32591140703901
16.464901920522436,4.0,6.0,37.194741277726926
25.42260530015746,4.0,19.0,68.28315069403047
19.321943872598116,2.0,7.0,39.85107722388525
24.37048133374685,4.0,14.0,55.60478123741542
17.471877166398468,3.0,13.0,49.161908908873066
14.283699378282419,5.0,17.0,62.11596349486226
25.827243692454893,4.0,,38.97753919011313
16.571405639087423,3.0,5.0,29.938327056445523
11.795335263505724,5.0,15.0,53.14806507397893
14.219691412137374,5.0,,48.94405173321568
16.331428577185868,4.0,20.0,60.970096010203
18.87562137014759,1.0,6.0,28.95405317107578
20.129226965845408,2.0,12.0,40.60873188022845
22.491487707003206,2.0,5.0,31.24380083892729
10.057622636335653,2.0,20.0,47.24580624520629
28.59742478737828,2.0,8.0,39.76798946172575
19.579663290335137,3.0,12.0,48.343232368945515
20.46946589661753,4.0,16.0,56.46419515374504
25.278600967595803,5.0,,59.89175641172601
23.494475472463222,4.0,11.0,57.15408811739598
22.737022613125053,2.0,6.0,33.50011227876523
23.7637199137936,2.0,17.0,55.41948870630058
23.920743452592113,5.0,18.0,66.23055860304774
21.141746629285517,4.0,14.0,53.058868069790314
15.092154729626348,1.0,8.0,30.66272044389108
21.842320782770827,1.0,5.0,32.023631603043434
14.566214921983455,,16.0,41.05343577298663
13.380558828757321,4.0,17.0,52.705978912854405
11.724252422277049,4.0,7.0,33.67237511444563
24.452975548169384,2.0,10.0,45.3675296635497
18.862427017694127,5.0,13.0,58.77483119856869
20.305295390929068,2.0,12.0,45.56584725686825
14.657832584201376,2.0,14.0,39.331018500493954
19.59569865926657,4.0,8.0,40.207801222580564
25.272795620333554,3.0,10.0,48.50117068645777
25.737176416214112,2.0,16.0,52.43098166000166
31.49349192663911,3.0,12.0,55.002495515556355
17.871887502768956,4.0,9.0,
19.74114687807836,4.0,18.0,61.31025163953997
26.551358858787154,5.0,8.0,53.44723492844241
18.181705256021164,4.0,7.0,
20.782280159428804,5.0,17.0,56.17629173317477
,2.0,12.0,45.472883300631025
28.72367052977363,3.0,16.0,60.63232835579707
26.727259141773427,4.0,7.0,
19.82179288824096,5.0,17.0,64.8416075919502
33.65876716241552,5.0,18.0,69.7875008280963
18.71441199240452,4.0,12.0,50.23881764071433
27.556077738568785,4.0,9.0,48.445057354293034
19.347202058947552,5.0,10.0,50.699197706759584
15.111249477541868,,17.0,50.881791299313214
22.433062756643654,2.0,10.0,47.37696709554075
26.556952478666428,4.0,6.0,37.86265712485667
22.007293451840216,,19.0,61.82969107978665
18.393083798227696,4.0,5.0,38.33872014817036
18.74359603264652,,13.0,40.1083912130921
25.943084320396853,2.0,7.0,35.97653012552015
22.546474872521397,3.0,8.0,40.42389194047235
25.423912630286694,4.0,14.0,61.83479178260279
,,5.0,35.182814481879014
23.240855900863004,3.0,10.0,45.101699762693734
30.685852213026198,5.0,12.0,68.51865685547041
18.59064941840472,4.0,17.0,59.95238501997157
27.069592691759723,1.0,,27.812465276387265
20.02747137187777,4.0,14.0,55.8276308447071
22.03816038209143,,5.0,33.70650326937414
21.626438549814342,3.0,14.0,51.051938746376464
23.317604114075973,2.0,16.0,55.05503824835346
17.863830733431634,1.0,15.0,42.86665195477545
24.0889125234722,3.0,12.0,49.28715264611282
29.893111814734553,3.0,18.0,62.503457023896416
27.408575096700503,5.0,11.0,56.64964553348097
23.401262021597294,1.0,18.0,49.960143970826344
,5.0,5.0,
27.323925593409584,4.0,10.0,51.916674467778606
21.533763198738242,5.0,6.0,43.00861816416565
16.60582822376158,3.0,8.0,31.982715908892352
17.83344009172147,3.0,16.0,
22.89693298335291,1.0,19.0,54.55150592073655
22.48086930337834,2.0,8.0,35.68303494375133
34.972042066539366,5.0,14.0,72.84951188483028
26.873277580145235,3.0,14.0,54.90096099367815
14.285856191917865,4.0,8.0,42.157802350361116
16.295542570235163,5.0,8.0,42.5397745427532
19.306510688801872,1.0,6.0,29.06862833928885
18.49402011112822,5.0,9.0,51.45778608394786
14.574571570196646,2.0,18.0,52.306012308986695
19.399919267870136,1.0,8.0,35.24818413982895
22.34368716793116,1.0,15.0,51.88431580852836
20.256781060739073,3.0,14.0,51.56669939179714
23.78298194259789,1.0,12.0,43.5169087568253
26.009589325531273,4.0,5.0,43.58655053261304
22.68214032155079,2.0,8.0,38.00153121579772
21.83132491186342,1.0,5.0,29.284804604788096
17.580795336653075,2.0,10.0,38.009551535667796
25.02199328752818,3.0,6.0,43.9690940119747
19.847843284754276,3.0,18.0,53.5289697867771
20.161856247133187,3.0,6.0,39.36413311960228
27.82110941440608,1.0,5.0,32.87253300584402
24.230309149938982,4.0,18.0,59.04050656705521
21.317034999158114,4.0,20.0,68.0410898299352
27.343539899975653,1.0,16.0,
20.340519030713075,3.0,17.0,59.739587736080836
13.132049764135546,2.0,18.0,
23.398652970450822,4.0,12.0,
25.10671126868404,2.0,17.0,60.37922067140057
21.935129695162658,3.0,9.0,42.71669584972454
19.58675975884085,1.0,13.0,40.21566558301636
32.024116173552265,5.0,9.0,61.587993526286226
26.25367592416306,4.0,20.0,73.14083001042435
27.783755958649195,4.0,18.0,66.78525451843394
28.073473714557114,5.0,17.0,67.4162061510213
21.619827153046053,1.0,13.0,41.527727782906055
20.466739571897808,3.0,6.0,43.83157452317268
19.501929950406172,1.0,5.0,32.96753599537053
31.872926346507207,5.0,16.0,68.49382826961472
24.751564510903354,2.0,6.0,37.57810963151468
11.988200089639212,3.0,19.0,49.72057017107882
19.91460132166699,3.0,11.0,47.936899806341145
30.184248532695726,3.0,11.0,50.812278230234895
22.960183283068023,5.0,10.0,55.79895013397959
25.926940958827018,1.0,14.0,52.23394548673387
,3.0,16.0,43.067090174419285
,2.0,7.0,43.42528503988244
20.520928841995282,3.0,8.0,36.54945309724357
21.288982076057927,2.0,8.0,42.16007188675098
16.218242024473078,3.0,13.0,46.909478419858296
18.764001032245602,2.0,6.0,30.626620820411222
16.010059421762993,5.0,17.0,56.031173975264466
24.122948604234047,,7.0,50.68460038844381
16.530708802535813,5.0,10.0,45.56236191373826
20.575572172922087,5.0,13.0,56.57156400940265
26.284700217380067,1.0,14.0,42.43745931010276
14.574125342963764,3.0,10.0,40.04509444266574
23.576144239328617,3.0,9.0,48.166936649520146
23.91735394091264,5.0,17.0,62.64829549215352
26.814096658404527,2.0,10.0,50.1591698639575
15.38579809864919,2.0,15.0,48.843092212302814
24.524595572498022,1.0,9.0,41.425224683035644
12.561480515320925,3.0,15.0,50.46281445413786
16.283176707585472,1.0,5.0,22.751799518337197
17.211268018778615,4.0,14.0,46.4853619232192
21.364276077550127,3.0,5.0,
31.86392891009163,5.0,14.0,65.23406200566927
16.084525482828095,5.0,8.0,41.677360466090214
15.675045011617371,3.0,14.0,46.538092135624595
19.7822030097288,1.0,19.0,47.43418701700841
12.72347804063803,5.0,11.0,47.582006881051115
18.65177582876325,3.0,,38.23622603563628
17.977120348759062,1.0,13.0,38.415619813459365
28.39340608503648,5.0,13.0,56.14022423066641
15.243291795985801,3.0,8.0,39.95324997091923
38.560153201101066,4.0,19.0,79.56702226584318
18.805287359128226,2.0,8.0,36.95929406913342
18.187821930257634,,6.0,29.82608511312288
19.434780543076187,4.0,7.0,35.676797643344685
25.079837697939432,4.0,18.0,63.92294034168525
16.60757143808955,5.0,12.0,46.4670644894064
21.774563953340017,1.0,9.0,37.62697266290322
21.502895016774243,5.0,11.0,48.81247804342045
19.163498714217486,1.0,7.0,27.211764074743915
28.518972720894535,3.0,19.0,70.30516269067613
17.4870823248217,3.0,20.0,57.54727958520307
21.25473872296271,2.0,19.0,56.21925766604299
,3.0,6.0,27.796640444130112
14.48230639673545,2.0,7.0,28.105304356533402
25.203504343076307,,13.0,56.410736252767556
14.189479685086217,5.0,17.0,55.32585146499264
,2.0,18.0,60.59981499798677
24.001516938290713,3.0,14.0,50.8645849731843
25.27449071726364,1.0,8.0,41.02072519702298
25.77099048679832,2.0,6.0,46.229887481047
20.857804313669696,5.0,8.0,48.830994320410625
18.58283480060702,4.0,12.0,50.36404037812815
28.12594625613122,,18.0,64.032968828182
16.957060229771734,2.0,18.0,51.43921026428177
13.673216966166537,3.0,14.0,46.79995779516679
27.09490778556809,1.0,19.0,56.95567758451101
26.49701884283007,2.0,7.0,45.01934085960314
17.447756057870357,3.0,11.0,41.27707853366779
22.971107737248904,5.0,8.0,51.25694196594248
24.343225347219054,1.0,9.0,40.81165985556248
25.273568512994117,,7.0,38.058672168614976
20.95505724683389,1.0,11.0,40.186048846867756
21.05676935100751,5.0,15.0,68.39629855319735
21.436492635920292,5.0,16.0,56.900739839932285
19.68741958363713,3.0,6.0,42.68325994177694
21.45918468153515,1.0,,34.47170560984959
24.78828950771624,2.0,11.0,49.932506684424716
19.274785627305437,1.0,18.0,49.287893217387655
26.647442733003135,5.0,13.0,53.188464430613344
23.23587440301445,2.0,20.0,55.03449543760487
27.045623428375393,1.0,9.0,38.75408381196706
18.35179383543411,2.0,8.0,33.511574925129
20.281231760114327,1.0,8.0,34.552915074385496
31.839821075514358,3.0,6.0,49.54095628963993
27.975713624440676,2.0,10.0,49.890012747932545
,4.0,17.0,76.01379628905269
,3.0,9.0,41.706652870469384
23.19480023784148,4.0,18.0,60.23646294139068
18.610151577903416,2.0,9.0,41.13085610300163
27.3389990405653,4.0,20.0,69.55764745086591
19.814087886583483,,7.0,32.723571470189015
26.41112013669823,1.0,8.0,
28.04084617373576,5.0,6.0,47.37050135689122
28.309644724461545,4.0,19.0,63.64121557316349
22.96555812971476,5.0,7.0,48.6796366669261
22.895493883559052,1.0,6.0,27.056412678354448
25.9844199207093,1.0,14.0,49.23882351586435
25.370193348678576,1.0,12.0,38.95088403948236
19.642510607058494,,12.0,53.77113340087364
20.87427491685348,2.0,15.0,53.412166995186126
18.698711633588246,3.0,10.0,38.3245452396495
16.40666963573592,2.0,8.0,32.13432223098081
22.911715456682355,1.0,12.0,39.83771670661974
21.982771853040205,,,39.18924955879303
25.302894969600292,3.0,,38.69889529644364
27.383504399825352,2.0,20.0,60.92256484900141
20.79698669070275,3.0,14.0,57.45727361116184
25.782706359730973,1.0,7.0,28.44986807156746
21.772644715286013,2.0,17.0,52.071299136135
25.715812582089846,4.0,8.0,48.66205405536139
19.149634741119957,1.0,18.0,49.46389336901573
24.6730859533252,1.0,7.0,41.507274043602095
11.600976700030262,1.0,13.0,34.95438656090599
15.307374744794574,2.0,11.0,36.755640050544834
12.127862625210378,,20.0,55.578179015372754
34.26546036478993,2.0,6.0,49.092080265963546
19.50908908662599,1.0,15.0,48.28448743205631
29.090971192447405,5.0,15.0,69.10592105847357
,5.0,11.0,44.59061810674345
13.335080787721852,2.0,15.0,46.3350928198527
16.360692363713106,5.0,11.0,50.66363049641582
18.43714826460637,,12.0,56.6258256589916
26.566151346373555,1.0,17.0,58.387680201009374
27.509860021673752,4.0,15.0,58.75777482618197
21.527201678504117,4.0,5.0,39.48694540778372
29.603487543207894,5.0,5.0,47.865404722000946
14.060896818165624,5.0,10.0,49.738763441199225
15.307915096491904,2.0,14.0,47.26957121524556
23.07222066059233,2.0,5.0,31.700421952695894
26.43484408538918,4.0,6.0,46.15190833034589
24.340247450043794,,9.0,45.92228783428528
21.25528240936917,5.0,7.0,44.329991371938284
33.74325087068006,5.0,8.0,54.61185697956885
13.188601543308188,4.0,13.0,50.92471718879311
29.75641218275071,5.0,19.0,
20.05664910282289,4.0,5.0,40.33014928123074
20.318609335649015,2.0,10.0,36.79307261966024
19.886456890682755,,19.0,50.85361177889991
20.112002530082293,3.0,7.0,38.136405578713365
23.67878227887177,1.0,18.0,53.16839251409623
27.417433039511778,5.0,18.0,71.1999322766703
18.392169342855865,2.0,,50.88015421897915
16.454085866595427,1.0,5.0,21.929191833626344
5.641316455282599,,5.0,25.114809462388934
19.320033648040727,4.0,8.0,44.46589324386063
19.14249559805253,5.0,12.0,54.3050747434928
20.651450728624894,2.0,14.0,48.95770516505271
23.328387068157973,1.0,6.0,38.80217596397128
14.424557392175958,4.0,9.0,44.31592731293209
26.63481119177058,1.0,11.0,46.321300004832
27.757286952554015,2.0,,56.77023488659357
24.584537283928185,5.0,12.0,56.58627913491623
23.351616500483054,2.0,20.0,62.737595683427855
15.546116652608351,,5.0,36.2948610639226
25.913226224095908,3.0,14.0,55.861698316433504
26.388230948174193,4.0,14.0,60.03763757711098
13.036485838245436,4.0,5.0,154.91620254524008
18.145881363377704,1.0,17.0,52.06731755703164
,2.0,,30.24586495618899
32.34175035755827,5.0,9.0,58.48689413640192
20.008266426140164,1.0,9.0,40.976543989625384
24.715309700039132,2.0,15.0,56.477744245266585
22.725990339167883,4.0,14.0,62.02423855461455
23.758617004243288,5.0,19.0,72.33654245826989
29.553253988665286,3.0,8.0,44.05101795660997
28.63187303859106,5.0,16.0,72.17282383552909
9.854608659792607,1.0,18.0,41.73614566534173
20.37580906181862,1.0,13.0,45.67362238295341
27.599886734107326,5.0,,56.91235357512697
14.716371649837946,2.0,18.0,
14.94760288115653,4.0,19.0,60.71605582065712
17.90252686357814,1.0,10.0,37.63454709015794
29.482148019281993,5.0,15.0,66.55857207593144
25.60318361364272,4.0,6.0,44.17292007160542
18.269689219067093,4.0,18.0,66.94575981590033
17.480933283881477,3.0,8.0,37.52887503540357
17.32917626192024,5.0,18.0,58.3646646666928
19.218976907762748,,18.0,57.968204683209926
18.92457143394613,2.0,17.0,52.58611616690164
21.02134331421399,5.0,8.0,40.51794942185253
22.88319340783653,1.0,12.0,44.327710029886774
27.654936455866892,1.0,19.0,62.81245959308759
21.608032609728728,5.0,14.0,59.66260625120096
25.3888554587157,3.0,6.0,43.01777924309111
18.27951095876606,4.0,5.0,27.846939193969874
,1.0,9.0,38.92741775368176
28.831996167236476,4.0,19.0,69.3475244203963
19.51897905911544,5.0,15.0,59.99082976891788
21.248202075153646,1.0,12.0,39.4338347597387
20.66201948351797,4.0,8.0,41.88172839894602
19.846258794482594,2.0,16.0,47.73603226373561
24.818457520212764,4.0,7.0,48.03241964417133
,5.0,9.0,51.24447319142833
21.50812965931002,5.0,5.0,40.46794935717671
25.459622714431774,2.0,19.0,57.40000364522449
23.876539994866285,5.0,20.0,69.98691402029138
20.32724732544696,5.0,5.0,41.92456177291125
19.085460702196233,2.0,9.0,41.08461703328625
20.120067865984698,1.0,14.0,40.477475155629264
23.347264926895694,2.0,11.0,45.96610523881379
30.232691647747043,3.0,14.0,52.39663930977019
21.34251239747257,1.0,7.0,34.10860236862631
25.00324694670615,2.0,9.0,41.053222016832784
16.083520855620314,2.0,18.0,47.35919814985958
22.799187062920733,3.0,14.0,53.81231989608097
20.174038021511546,2.0,16.0,51.192224400214656
18.459908841780678,1.0,14.0,46.91859362001426
19.146913583390077,1.0,5.0,29.672870946887638
22.553872121657825,5.0,14.0,61.10965911238403
29.179852761629114,5.0,10.0,56.659028717236495
15.119588677077996,2.0,11.0,39.01678352887256
26.6406970188725,3.0,11.0,49.14198900206397
21.39732679773012,1.0,10.0,
18.683163798770035,3.0,9.0,41.426242618222126
22.318656504606647,5.0,20.0,63.326473396718285
26.144027830995274,4.0,19.0,70.78878268837674
17.637536461183096,4.0,6.0,
19.290155119148597,3.0,15.0,50.794066679491344
21.63568587233519,2.0,20.0,57.337535126497286
14.344974584702758,1.0,15.0,42.71304772790819
20.862810883404876,1.0,9.0,30.443362505502655
26.91585104412467,4.0,,44.743184169343024
31.965002228304694,5.0,9.0,61.881697215404394
24.053767940232937,3.0,6.0,41.82844468987066
21.71916525165098,2.0,20.0,56.41315352428602
20.199230680374512,1.0,11.0,
28.73435284448612,,11.0,46.536080471821315
31.997116609318386,1.0,19.0,59.90768188994149
17.878327631959152,5.0,10.0,51.431012824983725
22.53745672471148,3.0,16.0,56.7659117758738
17.9591129919086,3.0,5.0,31.295009130158228
22.10113808917616,5.0,20.0,74.98437034896052
20.761624625778907,2.0,13.0,47.85483506926637
20.631034041914337,2.0,16.0,51.19491503433666
10.626451986351933,5.0,20.0,63.51201212415567
14.00514318696476,5.0,12.0,46.771698437763305
24.503571246742055,5.0,6.0,43.328520482842855
18.644352641466668,2.0,11.0,46.22883999049367
19.92285625256152,2.0,18.0,53.04315617037648
15.501130406470208,3.0,5.0,32.52215848109227
28.170605284151904,5.0,20.0,78.57018131328847
19.792599660962537,5.0,13.0,53.46217311912076
24.433833816742876,4.0,13.0,57.32371124066861
21.506650370729815,3.0,16.0,55.14600786326911
16.453495698612073,4.0,18.0,54.3027972762975
21.14307775957107,4.0,15.0,59.797216435037356
18.694374323787454,4.0,16.0,56.745695183154425
21.30303879237404,3.0,20.0,56.07715404819916
24.374999205634673,4.0,18.0,63.00886025389537
23.486850385599496,2.0,17.0,57.16303649658751
,5.0,7.0,39.13980052052402
20.174152244370017,1.0,10.0,35.21448609508058
12.872607995642467,1.0,11.0,32.64865863514334
16.621111019001525,5.0,7.0,42.587504486156625
23.193468742076515,4.0,,50.43485201572607
19.825378049716498,2.0,17.0,57.008609071804685
19.92026056072148,2.0,18.0,52.62809575208143
12.497607572701902,5.0,10.0,44.29520056359976
15.659240768117803,5.0,20.0,58.57985258495993
26.85992242944098,3.0,5.0,36.53162151276421
20.472881568905475,4.0,,61.968242425162195
18.095889856533134,5.0,5.0,36.29150154794466
15.627842487042713,3.0,5.0,25.14093919368867
30.879597712243466,1.0,11.0,47.93111028388436
13.92977447560543,4.0,,52.49362784882772
24.812329089574387,3.0,17.0,59.12341916966792
20.32826089445776,4.0,17.0,59.11687679406732
19.713354400549147,5.0,12.0,54.83049106051705
21.654074913547,3.0,7.0,41.078056534315344
23.81524428954168,2.0,12.0,
28.7185766976285,4.0,18.0,63.2830955177208
16.14229230462427,3.0,13.0,51.99576627034369
24.447057349605867,3.0,15.0,54.17527094627579
18.168300636742938,1.0,5.0,29.22948377093005
19.418139672495073,2.0,,38.32762987984724
17.860046808323077,4.0,5.0,39.6159846606117
19.58295367656765,3.0,13.0,48.10399721669215
26.917968626483987,3.0,10.0,47.14697814048382
25.87292517897284,4.0,18.0,62.08973563116703
19.977290113244962,1.0,7.0,34.22282397285259
21.401779860725153,2.0,,37.6074726387233
20.260029265667814,3.0,5.0,31.62471829950557
18.15538431918541,1.0,19.0,50.37334927813123
19.720109408593363,1.0,16.0,53.76361079947619
27.943909392615108,1.0,5.0,31.141972380836055
16.296979742127725,1.0,8.0,32.052443154779986
15.583757923316893,5.0,7.0,39.471654251350294
18.194453129917182,5.0,5.0,41.34141404939529
31.623614832417104,,16.0,70.26167344229856
17.44296905268171,3.0,12.0,43.1542266547803
27.04637972977705,4.0,12.0,51.50785447362452
17.562120577757558,3.0,15.0,51.9953471094554
25.01469928138051,2.0,8.0,40.59219577455136
11.232760845726872,1.0,6.0,19.433543851777635
,2.0,11.0,43.22008797011439
15.210578052357539,2.0,18.0,50.665705745784635
18.282047087681295,1.0,17.0,
23.492451118458884,1.0,8.0,36.70120336315847
17.967985673402318,5.0,,62.10355975798193
13.40401540663775,5.0,17.0,
20.832817293292862,4.0,11.0,48.175289913454215
22.209443627969783,4.0,16.0,
25.063626584901066,1.0,14.0,48.759934850084676
18.62832702722005,1.0,18.0,45.754003441762904
25.551697566490095,5.0,,49.216537250913426
19.449345137369882,4.0,18.0,58.41160714907326
24.95181833870579,2.0,20.0,65.65534085144142
23.437107942685625,2.0,10.0,41.972452711213094
23.379552398510587,4.0,8.0,47.51540400927275
19.28918400454065,4.0,15.0,51.75250195170145
21.30938619600147,1.0,9.0,33.45065017455438
19.245134441183467,3.0,18.0,
30.173294618844157,3.0,12.0,52.790922354888096
20.583801203737963,4.0,10.0,
23.603542628833893,2.0,19.0,59.52582446211285
24.370761286284342,4.0,6.0,43.400076409875986
32.94952054720302,1.0,5.0,38.507226847828065
14.095685899974844,3.0,,60.72695313636084
13.570208760679972,3.0,,33.80007410336318
21.93525604834823,5.0,15.0,57.583791306411925
22.21043098873529,2.0,13.0,
23.150947024880306,1.0,10.0,36.922512672976296
23.930304384834393,2.0,6.0,39.69204208199776
26.62369223872627,1.0,6.0,39.916657892277996
23.66588526469817,4.0,20.0,72.95042720149067
24.425877721730608,3.0,13.0,52.57600083594481
29.27788702037395,2.0,7.0,46.14095880047762
8.67935649842179,,6.0,19.055089307943888
18.779794150969362,3.0,6.0,36.36643468880968
13.312651328385357,1.0,19.0,44.392935287210626
14.713516323613469,4.0,10.0,40.057067571631066
27.88417531648828,4.0,11.0,55.28783281782799
29.36863321496335,3.0,15.0,53.73896413556308
27.893862214702935,5.0,,51.272359466087465
25.527307415046987,3.0,10.0,44.973610345547044
,3.0,,
23.7963564299576,3.0,18.0,153.6456329135176
20.758284490266142,1.0,17.0,49.619970771567345
21.99214378308466,5.0,13.0,58.394440028646265
24.075244553797,2.0,6.0,32.949770548130054
24.57477800491627,1.0,12.0,41.65822811779403
24.812644581082754,1.0,8.0,39.562473321095325
19.26420157613956,4.0,11.0,47.333943602541446
19.554934970431347,,7.0,41.181299618814684
27.195989386286872,5.0,17.0,66.43510234973358
23.50905139482671,4.0,16.0,65.18389713483364
24.151584924029688,3.0,14.0,48.31708397075465
23.023748824903027,5.0,14.0,57.46019908787738
18.25249234060447,2.0,16.0,45.20691019291361
19.94319625618966,,18.0,
23.85545382689914,3.0,10.0,46.79790931912082
,4.0,15.0,55.93615725393195
15.596040489193527,,8.0,39.48945217826238
22.399988670745376,3.0,16.0,59.94907312467225
29.50092051708095,2.0,11.0,
26.171942984730528,3.0,7.0,44.541637534493596
11.804516463752055,5.0,18.0,59.867320450376894
18.28903271486427,4.0,11.0,51.6508314140617
27.28580605777791,2.0,5.0,39.51423549588226
23.54342847680018,4.0,12.0,
30.268017711249705,5.0,,58.33731343057039
18.079902929217724,1.0,,45.938376568828076
29.5989094108018,1.0,10.0,
29.303611260357943,2.0,19.0,68.01216990493892
20.904505617667176,4.0,12.0,49.165330903060806
17.937898986086275,1.0,10.0,34.361289587228754
24.55025008009565,2.0,18.0,55.8091590944692
22.104591230807277,2.0,,44.73057351095803
19.157546883632353,5.0,11.0,48.244887569156894
22.658080369874366,4.0,11.0,51.88570328512761
18.045965956736467,4.0,6.0,41.18205180207711
14.208368515603643,4.0,,42.43108274023992
27.508655533607143,4.0,6.0,48.62890290036914
28.70624113799436,4.0,16.0,57.50591676989669
18.02005338334688,3.0,11.0,137.25776723655065
22.098538555148263,3.0,5.0,40.41927332763856
21.12397087566794,4.0,9.0,46.12251601376043
,4.0,8.0,49.520238840173946
18.595713135715453,1.0,14.0,42.07514766266866
27.984951168931673,5.0,13.0,65.39892447249777
27.066055586385424,4.0,10.0,46.788703315838845
22.24481784183734,5.0,17.0,63.47490930993819
34.806919457567936,5.0,20.0,79.24769433507588
,3.0,14.0,48.98857441767998
23.85778478587938,3.0,18.0,57.21276710404034
22.25438585150299,1.0,7.0,39.24752226473193
22.702764120369757,4.0,9.0,48.90509883768175
21.055129248504024,4.0,5.0,39.47981135127502
25.209701087306872,5.0,14.0,63.609028016367574
25.14678271041305,,17.0,68.33496398559441
18.776295565691434,4.0,15.0,54.4811405503427
21.306308621496793,4.0,16.0,56.85628885918275
17.923376786449676,5.0,6.0,43.65657103057825
24.12003911859,,13.0,47.9368820243607
20.025872536706164,3.0,6.0,36.80631648149388
15.00013020709742,4.0,19.0,58.05677575970627
17.76052988550817,5.0,7.0,42.4439852520459
13.467128842920214,1.0,5.0,23.364456442595674
18.044123211836897,2.0,8.0,37.32695466928681
20.9853059798764,1.0,10.0,
30.141064668031774,2.0,7.0,42.8836889929693
21.885726596045693,3.0,19.0,60.56393632482525
23.180734452613418,4.0,20.0,67.77579216346173
19.048899567965645,5.0,20.0,64.22334812051
18.684595802627097,1.0,10.0,35.781981835096175
28.33908162979362,2.0,8.0,43.39758082915504
31.657172224083965,,19.0,73.78056469558163
18.595330710913274,2.0,10.0,41.14893899485456
14.588862711907563,1.0,9.0,35.86063297457983
23.386449863222435,4.0,8.0,47.17244746408751
25.843635408756626,4.0,6.0,43.10459259471445
6.2534350120732825,2.0,16.0,44.254264374958076
24.098584434299156,5.0,10.0,54.92022612530516
24.97949217273908,5.0,5.0,48.02002979838137
24.062257538680313,4.0,9.0,48.11806473423952
19.819541641855942,4.0,5.0,35.28355048276994
26.929704107338843,5.0,6.0,49.983104461177604
23.002059446500443,2.0,17.0,
26.93787262500644,,19.0,58.50781018433326
16.550570752567907,3.0,8.0,38.89739520139117
16.370799600642634,4.0,17.0,55.94164770855435
11.229365725480893,2.0,16.0,43.92598187417036
14.132129120254044,1.0,18.0,46.710947363750904
23.25721461686994,4.0,11.0,50.48155770117745
18.8607607164825,1.0,7.0,28.798599782307456
20.130723041276617,3.0,7.0,37.540650147253636
,3.0,7.0,39.86390653438004
26.630065313613102,4.0,5.0,40.536333388201896
21.252580839004118,5.0,14.0,58.753199460386014
,5.0,11.0,51.7443444083751
24.67692018859189,2.0,14.0,56.07796953471917
